St1,St_1,St2,St_2,City,Zip,Long,Lat
MISSION HILLS CT ((NORTH FORT MYERS-NORTH FORT MYERS)),MISSION HILLS CT,TAMARRON CT ((NORTH FORT MYERS-NORTH FORT MYERS)),TAMARRON CT,NORTH FORT MYERS,33903,-81.924996850799999,26.743295285999999
LANDINGS BLVD ((FORT MYERS-FORT MYERS)),LANDINGS BLVD,N LANDINGS DR ((FORT MYERS-FORT MYERS)),N LANDINGS DR,FORT MYERS,33919,-81.913209242500002,26.553126835299999
LANDINGS BLVD ((FORT MYERS-FORT MYERS)),LANDINGS BLVD,S LANDINGS DR ((FORT MYERS-FORT MYERS)),S LANDINGS DR,FORT MYERS,33919,-81.913209242500002,26.553126835299999
N LANDINGS DR ((FORT MYERS-FORT MYERS)),N LANDINGS DR,S LANDINGS DR ((FORT MYERS-FORT MYERS)),S LANDINGS DR,FORT MYERS,33919,-81.913209242500002,26.553126835299999
LANSING LOOP ((ESTERO-ESTERO)),LANSING LOOP,PELICAN SOUND DR ((ESTERO-ESTERO)),PELICAN SOUND DR,ESTERO,33928,-81.814344171100004,26.425601791900000
LANSING LOOP ((ESTERO-ESTERO)),LANSING LOOP,TAFT CT ((ESTERO-ESTERO)),TAFT CT,ESTERO,33928,-81.814344171100004,26.425601791900000
PELICAN SOUND DR ((ESTERO-ESTERO)),PELICAN SOUND DR,TAFT CT ((ESTERO-ESTERO)),TAFT CT,ESTERO,33928,-81.814344171100004,26.425601791900000
LARRABEE AVE ((LEHIGH ACRES-LEHIGH ACRES)),LARRABEE AVE,MINDORA AVE ((LEHIGH ACRES-LEHIGH ACRES)),MINDORA AVE,LEHIGH ACRES,33972,-81.660364979899995,26.673390461299999
LARRABEE AVE ((LEHIGH ACRES-LEHIGH ACRES)),LARRABEE AVE,VINTAGE AVE ((LEHIGH ACRES-LEHIGH ACRES)),VINTAGE AVE,LEHIGH ACRES,33972,-81.660364979899995,26.673390461299999
MINDORA AVE ((LEHIGH ACRES-LEHIGH ACRES)),MINDORA AVE,VINTAGE AVE ((LEHIGH ACRES-LEHIGH ACRES)),VINTAGE AVE,LEHIGH ACRES,33972,-81.660364979899995,26.673390461299999
LAS PALMAS NORTE ((NORTH FORT MYERS-NORTH FORT MYERS)),LAS PALMAS NORTE,SAN GABRIEL CIR ((NORTH FORT MYERS-NORTH FORT MYERS)),SAN GABRIEL CIR,NORTH FORT MYERS,33903,-81.916774204500001,26.737659876999999
LAS PALMAS NORTE ((NORTH FORT MYERS-NORTH FORT MYERS)),LAS PALMAS NORTE,VIA ESTRELLA ((NORTH FORT MYERS-NORTH FORT MYERS)),VIA ESTRELLA,NORTH FORT MYERS,33903,-81.916774204500001,26.737659876999999
SAN GABRIEL CIR ((NORTH FORT MYERS-NORTH FORT MYERS)),SAN GABRIEL CIR,VIA ESTRELLA ((NORTH FORT MYERS-NORTH FORT MYERS)),VIA ESTRELLA,NORTH FORT MYERS,33903,-81.916774204500001,26.737659876999999
LATONA ST ((LEHIGH ACRES-LEHIGH ACRES)),LATONA ST,OCEAN PARK DR ((LEHIGH ACRES-LEHIGH ACRES)),OCEAN PARK DR,LEHIGH ACRES,33972,-81.616010601200003,26.673718618300001
LATONA ST ((LEHIGH ACRES-LEHIGH ACRES)),LATONA ST,WOODBURN DR ((LEHIGH ACRES-LEHIGH ACRES)),WOODBURN DR,LEHIGH ACRES,33972,-81.616010601200003,26.673718618300001
OCEAN PARK DR ((LEHIGH ACRES-LEHIGH ACRES)),OCEAN PARK DR,WOODBURN DR ((LEHIGH ACRES-LEHIGH ACRES)),WOODBURN DR,LEHIGH ACRES,33972,-81.616010601200003,26.673718618300001
LAUREL PARK DR ((LEHIGH ACRES-LEHIGH ACRES)),LAUREL PARK DR,ORCHIDTREE CT ((LEHIGH ACRES-LEHIGH ACRES)),ORCHIDTREE CT,LEHIGH ACRES,33936,-81.640069150499997,26.589004883000001
LAUREL PARK DR ((LEHIGH ACRES-LEHIGH ACRES)),LAUREL PARK DR,POPPYTREE CT ((LEHIGH ACRES-LEHIGH ACRES)),POPPYTREE CT,LEHIGH ACRES,33936,-81.640069150499997,26.589004883000001
ORCHIDTREE CT ((LEHIGH ACRES-LEHIGH ACRES)),ORCHIDTREE CT,POPPYTREE CT ((LEHIGH ACRES-LEHIGH ACRES)),POPPYTREE CT,LEHIGH ACRES,33936,-81.640069150499997,26.589004883000001
LEE RD ((FORT MYERS-FORT MYERS)),LEE RD,SAN CARLOS BLVD ((FORT MYERS-FORT MYERS)),SAN CARLOS BLVD,FORT MYERS,33967,-81.813852992299999,26.470496753599999
LEE RD ((FORT MYERS-FORT MYERS)),LEE RD,SPRUCE DR W ((FORT MYERS-FORT MYERS)),SPRUCE DR W,FORT MYERS,33967,-81.813852992299999,26.470496753599999
SAN CARLOS BLVD ((FORT MYERS-FORT MYERS)),SAN CARLOS BLVD,SPRUCE DR W ((FORT MYERS-FORT MYERS)),SPRUCE DR W,FORT MYERS,33967,-81.813852992299999,26.470496753599999
LEELAND HEIGHTS BLVD E ((LEHIGH ACRES-LEHIGH ACRES)),LEELAND HEIGHTS BLVD E,LEELAND HEIGHTS BLVD W ((LEHIGH ACRES-LEHIGH ACRES)),LEELAND HEIGHTS BLVD W,LEHIGH ACRES,33936,-81.630007961700002,26.603050561000000
LEELAND HEIGHTS BLVD E ((LEHIGH ACRES-LEHIGH ACRES)),LEELAND HEIGHTS BLVD E,TEXAS RD ((LEHIGH ACRES-LEHIGH ACRES)),TEXAS RD,LEHIGH ACRES,33936,-81.630007961700002,26.603050561000000
LEELAND HEIGHTS BLVD W ((LEHIGH ACRES-LEHIGH ACRES)),LEELAND HEIGHTS BLVD W,TEXAS RD ((LEHIGH ACRES-LEHIGH ACRES)),TEXAS RD,LEHIGH ACRES,33936,-81.630007961700002,26.603050561000000
LEONARD BLVD S ((LEHIGH ACRES-LEHIGH ACRES)),LEONARD BLVD S,NOBEL AVE S ((LEHIGH ACRES-LEHIGH ACRES)),NOBEL AVE S,LEHIGH ACRES,33973,-81.734079128299996,26.600013830799998
LEONARD BLVD S ((LEHIGH ACRES-LEHIGH ACRES)),LEONARD BLVD S,PAR RD ((LEHIGH ACRES-LEHIGH ACRES)),PAR RD,LEHIGH ACRES,33973,-81.734079128299996,26.600013830799998
NOBEL AVE S ((LEHIGH ACRES-LEHIGH ACRES)),NOBEL AVE S,PAR RD ((LEHIGH ACRES-LEHIGH ACRES)),PAR RD,LEHIGH ACRES,33973,-81.734079128299996,26.600013830799998
LIBERTY LN E ((ESTERO-ESTERO)),LIBERTY LN E,LIBERTY LN W ((ESTERO-ESTERO)),LIBERTY LN W,ESTERO,33928,-81.831150219700007,26.444641306299999
LIBERTY LN E ((ESTERO-ESTERO)),LIBERTY LN E,PLANTATION BLVD ((ESTERO-ESTERO)),PLANTATION BLVD,ESTERO,33928,-81.831150219700007,26.444641306299999
LIBERTY LN W ((ESTERO-ESTERO)),LIBERTY LN W,PLANTATION BLVD ((ESTERO-ESTERO)),PLANTATION BLVD,ESTERO,33928,-81.831150219700007,26.444641306299999
LIBERTY PARK DR ((CAPE CORAL-CAPE CORAL)),LIBERTY PARK DR,NE 10TH TER ((CAPE CORAL-CAPE CORAL)),NE 10TH TER,CAPE CORAL,33909,-81.924479180500001,26.677260868800001
NE 10TH TER ((CAPE CORAL-CAPE CORAL)),NE 10TH TER,NE 24TH AVE ((CAPE CORAL-CAPE CORAL)),NE 24TH AVE,CAPE CORAL,33909,-81.924479180500001,26.677260868800001
LILAC CT ((BONITA SPRINGS-BONITA SPRINGS)),LILAC CT,SECOND ST ((BONITA SPRINGS-BONITA SPRINGS)),SECOND ST,BONITA SPRINGS,34135,-81.752781590599994,26.367538831400001
LILAC CT ((BONITA SPRINGS-BONITA SPRINGS)),LILAC CT,TAROCCO DR ((BONITA SPRINGS-BONITA SPRINGS)),TAROCCO DR,BONITA SPRINGS,34135,-81.752781590599994,26.367538831400001
SECOND ST ((BONITA SPRINGS-BONITA SPRINGS)),SECOND ST,TAROCCO DR ((BONITA SPRINGS-BONITA SPRINGS)),TAROCCO DR,BONITA SPRINGS,34135,-81.752781590599994,26.367538831400001
LIMETREE PARK DR ((BONITA SPRINGS-BONITA SPRINGS)),LIMETREE PARK DR,NORTHBAY DR ((BONITA SPRINGS-BONITA SPRINGS)),NORTHBAY DR,BONITA SPRINGS,34134,-81.807722156200001,26.358674499399999
NORTHBAY DR ((BONITA SPRINGS-BONITA SPRINGS)),NORTHBAY DR,S TAMIAMI TRL ((BONITA SPRINGS-BONITA SPRINGS)),S TAMIAMI TRL,BONITA SPRINGS,34134,-81.807722156200001,26.358674499399999
LIMPET DR ((SANIBEL-SANIBEL)),LIMPET DR,PEN SHELL DR ((SANIBEL-SANIBEL)),PEN SHELL DR,SANIBEL,33957,-82.035507797500003,26.448128628900001
LIMPET DR ((SANIBEL-SANIBEL)),LIMPET DR,PERIWINKLE WAY ((SANIBEL-SANIBEL)),PERIWINKLE WAY,SANIBEL,33957,-82.035507797500003,26.448128628900001
PEN SHELL DR ((SANIBEL-SANIBEL)),PEN SHELL DR,PERIWINKLE WAY ((SANIBEL-SANIBEL)),PERIWINKLE WAY,SANIBEL,33957,-82.035507797500003,26.448128628900001
LINDSAY ST ((LEHIGH ACRES-LEHIGH ACRES)),LINDSAY ST,MAYBROOK CT ((LEHIGH ACRES-LEHIGH ACRES)),MAYBROOK CT,LEHIGH ACRES,33972,-81.660875126500002,26.670333868499998
LINDSAY ST ((LEHIGH ACRES-LEHIGH ACRES)),LINDSAY ST,WENTWORTH DR ((LEHIGH ACRES-LEHIGH ACRES)),WENTWORTH DR,LEHIGH ACRES,33972,-81.660875126500002,26.670333868499998
MAYBROOK CT ((LEHIGH ACRES-LEHIGH ACRES)),MAYBROOK CT,WENTWORTH DR ((LEHIGH ACRES-LEHIGH ACRES)),WENTWORTH DR,LEHIGH ACRES,33972,-81.660875126500002,26.670333868499998
LOLETA CT ((LEHIGH ACRES-LEHIGH ACRES)),LOLETA CT,QUINTERO LN ((LEHIGH ACRES-LEHIGH ACRES)),QUINTERO LN,LEHIGH ACRES,33972,-81.646047164300001,26.679740922299999
LOLETA CT ((LEHIGH ACRES-LEHIGH ACRES)),LOLETA CT,REDMONT AVE ((LEHIGH ACRES-LEHIGH ACRES)),REDMONT AVE,LEHIGH ACRES,33972,-81.646047164300001,26.679740922299999
QUINTERO LN ((LEHIGH ACRES-LEHIGH ACRES)),QUINTERO LN,REDMONT AVE ((LEHIGH ACRES-LEHIGH ACRES)),REDMONT AVE,LEHIGH ACRES,33972,-81.646047164300001,26.679740922299999
LOUISE ST ((FORT MYERS-FORT MYERS)),LOUISE ST,ORANGE RIVER BLVD ((FORT MYERS-FORT MYERS)),ORANGE RIVER BLVD,FORT MYERS,33905,-81.795540675300003,26.685874540200000
LOUISE ST ((FORT MYERS-FORT MYERS)),LOUISE ST,PALM BEACH BLVD ((FORT MYERS-FORT MYERS)),PALM BEACH BLVD,FORT MYERS,33905,-81.795540675300003,26.685874540200000
LOYOLA AVE ((LEHIGH ACRES-LEHIGH ACRES)),LOYOLA AVE,THELMA CT ((LEHIGH ACRES-LEHIGH ACRES)),THELMA CT,LEHIGH ACRES,33972,-81.631433112899998,26.674219904899999
LOYOLA AVE ((LEHIGH ACRES-LEHIGH ACRES)),LOYOLA AVE,WESTDALE AVE ((LEHIGH ACRES-LEHIGH ACRES)),WESTDALE AVE,LEHIGH ACRES,33972,-81.631433112899998,26.674219904899999
THELMA CT ((LEHIGH ACRES-LEHIGH ACRES)),THELMA CT,WESTDALE AVE ((LEHIGH ACRES-LEHIGH ACRES)),WESTDALE AVE,LEHIGH ACRES,33972,-81.631433112899998,26.674219904899999
LOYOLA AVE ((LEHIGH ACRES-LEHIGH ACRES)),LOYOLA AVE,VESPER CT ((LEHIGH ACRES-LEHIGH ACRES)),VESPER CT,LEHIGH ACRES,33972,-81.631437107699995,26.676328908999999
LOYOLA AVE ((LEHIGH ACRES-LEHIGH ACRES)),LOYOLA AVE,WOODMAN DR ((LEHIGH ACRES-LEHIGH ACRES)),WOODMAN DR,LEHIGH ACRES,33972,-81.631437107699995,26.676328908999999
VESPER CT ((LEHIGH ACRES-LEHIGH ACRES)),VESPER CT,WOODMAN DR ((LEHIGH ACRES-LEHIGH ACRES)),WOODMAN DR,LEHIGH ACRES,33972,-81.631437107699995,26.676328908999999
LUCERA CT ((ESTERO-ESTERO)),LUCERA CT,MARTONE CT ((ESTERO-ESTERO)),MARTONE CT,ESTERO, ,-81.727845180000003,26.448591852000000
LUCERA CT ((ESTERO-ESTERO)),LUCERA CT,SERRE DR ((ESTERO-ESTERO)),SERRE DR,ESTERO, ,-81.727845180000003,26.448591852000000
MARTONE CT ((ESTERO-ESTERO)),MARTONE CT,SERRE DR ((ESTERO-ESTERO)),SERRE DR,ESTERO, ,-81.727845180000003,26.448591852000000
LUCKETT RD ((FORT MYERS-FORT MYERS)),LUCKETT RD,NEW YORK AVE ((FORT MYERS-FORT MYERS)),NEW YORK AVE,FORT MYERS,33905,-81.818228165099995,26.656066916800000
LUCKETT RD ((FORT MYERS-FORT MYERS)),LUCKETT RD,NUNA AVE ((FORT MYERS-FORT MYERS)),NUNA AVE,FORT MYERS,33905,-81.818228165099995,26.656066916800000
NEW YORK AVE ((FORT MYERS-FORT MYERS)),NEW YORK AVE,NUNA AVE ((FORT MYERS-FORT MYERS)),NUNA AVE,FORT MYERS,33905,-81.818228165099995,26.656066916800000
LUKE ST ((BONITA SPRINGS-BONITA SPRINGS)),LUKE ST,RIVERDALE LN ((BONITA SPRINGS-BONITA SPRINGS)),RIVERDALE LN,BONITA SPRINGS,34134,-81.819139178900002,26.335223789800001
LUKE ST ((BONITA SPRINGS-BONITA SPRINGS)),LUKE ST,TARPON AVE ((BONITA SPRINGS-BONITA SPRINGS)),TARPON AVE,BONITA SPRINGS,34134,-81.819139178900002,26.335223789800001
RIVERDALE LN ((BONITA SPRINGS-BONITA SPRINGS)),RIVERDALE LN,TARPON AVE ((BONITA SPRINGS-BONITA SPRINGS)),TARPON AVE,BONITA SPRINGS,34134,-81.819139178900002,26.335223789800001
LYNDA WAY ((NORTH FORT MYERS-NORTH FORT MYERS)),LYNDA WAY,NORTH DR ((NORTH FORT MYERS-NORTH FORT MYERS)),NORTH DR,NORTH FORT MYERS,33917,-81.785039196800000,26.711679867000001
LYNDA WAY ((NORTH FORT MYERS-NORTH FORT MYERS)),LYNDA WAY,UPRIVER DR ((NORTH FORT MYERS-NORTH FORT MYERS)),UPRIVER DR,NORTH FORT MYERS,33917,-81.785039196800000,26.711679867000001
NORTH DR ((NORTH FORT MYERS-NORTH FORT MYERS)),NORTH DR,UPRIVER DR ((NORTH FORT MYERS-NORTH FORT MYERS)),UPRIVER DR,NORTH FORT MYERS,33917,-81.785039196800000,26.711679867000001
LYNNEDA AVE ((FORT MYERS-FORT MYERS)),LYNNEDA AVE,TICE ST ((FORT MYERS-FORT MYERS)),TICE ST,FORT MYERS,33905,-81.819513172399994,26.670592897500001
LYNNEDA AVE ((FORT MYERS-FORT MYERS)),LYNNEDA AVE,WAVERLY AVE ((FORT MYERS-FORT MYERS)),WAVERLY AVE,FORT MYERS,33905,-81.819513172399994,26.670592897500001
TICE ST ((FORT MYERS-FORT MYERS)),TICE ST,WAVERLY AVE ((FORT MYERS-FORT MYERS)),WAVERLY AVE,FORT MYERS,33905,-81.819513172399994,26.670592897500001
MACY ST E ((LEHIGH ACRES-LEHIGH ACRES)),MACY ST E,WABASSO AVE S ((LEHIGH ACRES-LEHIGH ACRES)),WABASSO AVE S,LEHIGH ACRES,33974,-81.594834810799995,26.563473170100000
MACY ST E ((LEHIGH ACRES-LEHIGH ACRES)),MACY ST E,WABASSO TER ((LEHIGH ACRES-LEHIGH ACRES)),WABASSO TER,LEHIGH ACRES,33974,-81.594834810799995,26.563473170100000
WABASSO AVE S ((LEHIGH ACRES-LEHIGH ACRES)),WABASSO AVE S,WABASSO TER ((LEHIGH ACRES-LEHIGH ACRES)),WABASSO TER,LEHIGH ACRES,33974,-81.594834810799995,26.563473170100000
MADDOCK PL ((LEHIGH ACRES-LEHIGH ACRES)),MADDOCK PL,MADDOCK ST E ((LEHIGH ACRES-LEHIGH ACRES)),MADDOCK ST E,LEHIGH ACRES,33974,-81.594812078000004,26.561177828200002
MADDOCK PL ((LEHIGH ACRES-LEHIGH ACRES)),MADDOCK PL,WABASSO AVE S ((LEHIGH ACRES-LEHIGH ACRES)),WABASSO AVE S,LEHIGH ACRES,33974,-81.594812078000004,26.561177828200002
MADDOCK ST E ((LEHIGH ACRES-LEHIGH ACRES)),MADDOCK ST E,WABASSO AVE S ((LEHIGH ACRES-LEHIGH ACRES)),WABASSO AVE S,LEHIGH ACRES,33974,-81.594812078000004,26.561177828200002
MADERA CIR ((NORTH FORT MYERS-NORTH FORT MYERS)),MADERA CIR,MADERA DR ((NORTH FORT MYERS-NORTH FORT MYERS)),MADERA DR,NORTH FORT MYERS,33903,-81.920525237800007,26.729992878499999
MADERA CIR ((NORTH FORT MYERS-NORTH FORT MYERS)),MADERA CIR,VIA DEL SOL ((NORTH FORT MYERS-NORTH FORT MYERS)),VIA DEL SOL,NORTH FORT MYERS,33903,-81.920525237800007,26.729992878499999
MADERA DR ((NORTH FORT MYERS-NORTH FORT MYERS)),MADERA DR,VIA DEL SOL ((NORTH FORT MYERS-NORTH FORT MYERS)),VIA DEL SOL,NORTH FORT MYERS,33903,-81.920525237800007,26.729992878499999
MAGNOLIA LANDING LN ((NORTH FORT MYERS-NORTH FORT MYERS)),MAGNOLIA LANDING LN,PIGEON PLUM WAY ((NORTH FORT MYERS-NORTH FORT MYERS)),PIGEON PLUM WAY,NORTH FORT MYERS,33917,-81.915556024300002,26.758119129000001
PIGEON PLUM WAY ((NORTH FORT MYERS-NORTH FORT MYERS)),PIGEON PLUM WAY,PLUMWOOD LOOP ((NORTH FORT MYERS-NORTH FORT MYERS)),PLUMWOOD LOOP,NORTH FORT MYERS,33917,-81.915556024300002,26.758119129000001
MAIN ST ((FORT MYERS-FORT MYERS)),MAIN ST,TURTLE DR ((FORT MYERS-FORT MYERS)),TURTLE DR,FORT MYERS,33908,-81.831156165699994,26.457352867000001
S TAMIAMI TRL ((FORT MYERS-FORT MYERS)),S TAMIAMI TRL,TURTLE DR ((FORT MYERS-FORT MYERS)),TURTLE DR,FORT MYERS,33908,-81.831156165699994,26.457352867000001
MANGO CT ((FORT MYERS-FORT MYERS)),MANGO CT,TURTLE DR ((FORT MYERS-FORT MYERS)),TURTLE DR,FORT MYERS,33908,-81.832516631900006,26.457719730000001
ORANGE DR ((FORT MYERS-FORT MYERS)),ORANGE DR,TURTLE DR ((FORT MYERS-FORT MYERS)),TURTLE DR,FORT MYERS,33908,-81.832516631900006,26.457719730000001
MANGONIA AVE ((LEHIGH ACRES-LEHIGH ACRES)),MANGONIA AVE,NATHAN AVE ((LEHIGH ACRES-LEHIGH ACRES)),NATHAN AVE,LEHIGH ACRES,33974,-81.590622727899998,26.579258523400000
MANGONIA AVE ((LEHIGH ACRES-LEHIGH ACRES)),MANGONIA AVE,SELKIRK AVE ((LEHIGH ACRES-LEHIGH ACRES)),SELKIRK AVE,LEHIGH ACRES,33974,-81.590622727899998,26.579258523400000
NATHAN AVE ((LEHIGH ACRES-LEHIGH ACRES)),NATHAN AVE,SELKIRK AVE ((LEHIGH ACRES-LEHIGH ACRES)),SELKIRK AVE,LEHIGH ACRES,33974,-81.590622727899998,26.579258523400000
MARABOU DR ((LEHIGH ACRES-LEHIGH ACRES)),MARABOU DR,MARTINEAU CIR ((LEHIGH ACRES-LEHIGH ACRES)),MARTINEAU CIR,LEHIGH ACRES,33974,-81.638494148600003,26.555220850200001
MARTINEAU CIR ((LEHIGH ACRES-LEHIGH ACRES)),MARTINEAU CIR,PARISH DR ((LEHIGH ACRES-LEHIGH ACRES)),PARISH DR,LEHIGH ACRES,33974,-81.638494148600003,26.555220850200001
OAKMONT PKWY ((LEHIGH ACRES-LEHIGH ACRES)),OAKMONT PKWY,PARKWOOD VILLAS CT ((LEHIGH ACRES-LEHIGH ACRES)),PARKWOOD VILLAS CT,LEHIGH ACRES,33936,-81.655785174100004,26.609530666800001
MARGINA CIR ((BONITA SPRINGS-BONITA SPRINGS)),MARGINA CIR,MEADOWLARK LN ((BONITA SPRINGS-BONITA SPRINGS)),MEADOWLARK LN,BONITA SPRINGS,34134,-81.815220478499995,26.335125004399998
MARGINA CIR ((BONITA SPRINGS-BONITA SPRINGS)),MARGINA CIR,RIVIERA CIR ((BONITA SPRINGS-BONITA SPRINGS)),RIVIERA CIR,BONITA SPRINGS,34134,-81.815220478499995,26.335125004399998
MEADOWLARK LN ((BONITA SPRINGS-BONITA SPRINGS)),MEADOWLARK LN,RIVIERA CIR ((BONITA SPRINGS-BONITA SPRINGS)),RIVIERA CIR,BONITA SPRINGS,34134,-81.815220478499995,26.335125004399998
MARLBORO LN ((LEHIGH ACRES-LEHIGH ACRES)),MARLBORO LN,RICHMOND AVE N ((LEHIGH ACRES-LEHIGH ACRES)),RICHMOND AVE N,LEHIGH ACRES,33972,-81.625791387600003,26.669720395100001
MARLBORO LN ((LEHIGH ACRES-LEHIGH ACRES)),MARLBORO LN,VANETTA DR ((LEHIGH ACRES-LEHIGH ACRES)),VANETTA DR,LEHIGH ACRES,33972,-81.625791387600003,26.669720395100001
RICHMOND AVE N ((LEHIGH ACRES-LEHIGH ACRES)),RICHMOND AVE N,VANETTA DR ((LEHIGH ACRES-LEHIGH ACRES)),VANETTA DR,LEHIGH ACRES,33972,-81.625791387600003,26.669720395100001
MARLIN LN ((BONITA SPRINGS-BONITA SPRINGS)),MARLIN LN,PARADISE RD ((BONITA SPRINGS-BONITA SPRINGS)),PARADISE RD,BONITA SPRINGS,34135,-81.783580830099993,26.366811044300000
MARLIN LN ((BONITA SPRINGS-BONITA SPRINGS)),MARLIN LN,SEASIDE WAY ((BONITA SPRINGS-BONITA SPRINGS)),SEASIDE WAY,BONITA SPRINGS,34135,-81.783580830099993,26.366811044300000
PARADISE RD ((BONITA SPRINGS-BONITA SPRINGS)),PARADISE RD,SEASIDE WAY ((BONITA SPRINGS-BONITA SPRINGS)),SEASIDE WAY,BONITA SPRINGS,34135,-81.783580830099993,26.366811044300000
MARSH AVE ((FORT MYERS-FORT MYERS)),MARSH AVE,MICHIGAN AVE LINK ((FORT MYERS-FORT MYERS)),MICHIGAN AVE LINK,FORT MYERS,33916,-81.828456490199997,26.647624266200001
MARSH AVE ((FORT MYERS-FORT MYERS)),MARSH AVE,RENAISSANCE PRESERVE WAY ((FORT MYERS-FORT MYERS)),RENAISSANCE PRESERVE WAY,FORT MYERS,33916,-81.828456490199997,26.647624266200001
MICHIGAN AVE LINK ((FORT MYERS-FORT MYERS)),MICHIGAN AVE LINK,RENAISSANCE PRESERVE WAY ((FORT MYERS-FORT MYERS)),RENAISSANCE PRESERVE WAY,FORT MYERS,33916,-81.828456490199997,26.647624266200001
MARSH POINT LN ((NORTH FORT MYERS-NORTH FORT MYERS)),MARSH POINT LN,RIVER CLUB CT ((NORTH FORT MYERS-NORTH FORT MYERS)),RIVER CLUB CT,NORTH FORT MYERS,33917,-81.855207053200004,26.683049294000000
MARSH POINT LN ((NORTH FORT MYERS-NORTH FORT MYERS)),MARSH POINT LN,RIVERBEND BLVD ((NORTH FORT MYERS-NORTH FORT MYERS)),RIVERBEND BLVD,NORTH FORT MYERS,33917,-81.855207053200004,26.683049294000000
RIVER CLUB CT ((NORTH FORT MYERS-NORTH FORT MYERS)),RIVER CLUB CT,RIVERBEND BLVD ((NORTH FORT MYERS-NORTH FORT MYERS)),RIVERBEND BLVD,NORTH FORT MYERS,33917,-81.855207053200004,26.683049294000000
MATLACHA BLVD ((CAPE CORAL-CAPE CORAL)),MATLACHA BLVD,PINE ISLAND RD NW ((CAPE CORAL-CAPE CORAL)),PINE ISLAND RD NW,CAPE CORAL,33993,-82.048863178399998,26.637750304800001
PINE ISLAND RD NW ((CAPE CORAL-CAPE CORAL)),PINE ISLAND RD NW,SW PINE ISLAND RD ((MATLACHA-MATLACHA)),SW PINE ISLAND RD,CAPE CORAL,33993,-82.048863178399998,26.637750304800001
MAY PAN RD ((BOKEELIA-BOKEELIA)),MAY PAN RD,TROPIC ISLE LAKE RD ((BOKEELIA-BOKEELIA)),TROPIC ISLE LAKE RD,BOKEELIA,33922,-82.150166252099993,26.682214892899999
MAY PAN RD ((BOKEELIA-BOKEELIA)),MAY PAN RD,TROPIC ISLE PARK ((BOKEELIA-BOKEELIA)),TROPIC ISLE PARK,BOKEELIA,33922,-82.150166252099993,26.682214892899999
TROPIC ISLE LAKE RD ((BOKEELIA-BOKEELIA)),TROPIC ISLE LAKE RD,TROPIC ISLE PARK ((BOKEELIA-BOKEELIA)),TROPIC ISLE PARK,BOKEELIA,33922,-82.150166252099993,26.682214892899999
MAYBERRY DR ((LEHIGH ACRES-LEHIGH ACRES)),MAYBERRY DR,RICHLAND AVE ((LEHIGH ACRES-LEHIGH ACRES)),RICHLAND AVE,LEHIGH ACRES,33972,-81.643594157300001,26.675059850600000
MAYBERRY DR ((LEHIGH ACRES-LEHIGH ACRES)),MAYBERRY DR,WINDERMERE DR ((LEHIGH ACRES-LEHIGH ACRES)),WINDERMERE DR,LEHIGH ACRES,33972,-81.643594157300001,26.675059850600000
RICHLAND AVE ((LEHIGH ACRES-LEHIGH ACRES)),RICHLAND AVE,WINDERMERE DR ((LEHIGH ACRES-LEHIGH ACRES)),WINDERMERE DR,LEHIGH ACRES,33972,-81.643594157300001,26.675059850600000
MCCLURE ST ((LEHIGH ACRES-LEHIGH ACRES)),MCCLURE ST,NUTMEG ST ((LEHIGH ACRES-LEHIGH ACRES)),NUTMEG ST,LEHIGH ACRES,33972,-81.625780527399996,26.668509502599999
MCCLURE ST ((LEHIGH ACRES-LEHIGH ACRES)),MCCLURE ST,RICHMOND AVE N ((LEHIGH ACRES-LEHIGH ACRES)),RICHMOND AVE N,LEHIGH ACRES,33972,-81.625780527399996,26.668509502599999
NUTMEG ST ((LEHIGH ACRES-LEHIGH ACRES)),NUTMEG ST,RICHMOND AVE N ((LEHIGH ACRES-LEHIGH ACRES)),RICHMOND AVE N,LEHIGH ACRES,33972,-81.625780527399996,26.668509502599999
MCGREGOR BLVD ((FORT MYERS-FORT MYERS)),MCGREGOR BLVD,MCGREGOR COVE LN ((FORT MYERS-FORT MYERS)),MCGREGOR COVE LN,FORT MYERS,33901,-81.884212469900007,26.618985811600002
MCGREGOR BLVD ((FORT MYERS-FORT MYERS)),MCGREGOR BLVD,MIRACLE LN ((FORT MYERS-FORT MYERS)),MIRACLE LN,FORT MYERS,33901,-81.884212469900007,26.618985811600002
MCGREGOR COVE LN ((FORT MYERS-FORT MYERS)),MCGREGOR COVE LN,MIRACLE LN ((FORT MYERS-FORT MYERS)),MIRACLE LN,FORT MYERS,33901,-81.884212469900007,26.618985811600002
MCGREGOR BLVD ((FORT MYERS-FORT MYERS)),MCGREGOR BLVD,MCGREGOR PALMS DR ((FORT MYERS-FORT MYERS)),MCGREGOR PALMS DR,FORT MYERS,33908,-81.958844192300006,26.506681794100000
MCGREGOR BLVD ((FORT MYERS-FORT MYERS)),MCGREGOR BLVD,VERIDIAN DR ((FORT MYERS-FORT MYERS)),VERIDIAN DR,FORT MYERS,33908,-81.958844192300006,26.506681794100000
MCGREGOR PALMS DR ((FORT MYERS-FORT MYERS)),MCGREGOR PALMS DR,VERIDIAN DR ((FORT MYERS-FORT MYERS)),VERIDIAN DR,FORT MYERS,33908,-81.958844192300006,26.506681794100000
